index,pid,agg_cluster,x,y,cluster_7,conversation_id,construct,construct_bipolar,survey_id,survey_name,survey_endTime,pole_a,pole_b
241,7AA4CD17-4615-443C-BC91-B5A9A10348ED,561,5.810987,6.0419655,1,7AA4CD17-4615-443C-BC91-B5A9A10348ED,Easy (Soup),Complex (Chicken Karahi),33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.117534+00:00,Easy (Soup),Complex (Chicken Karahi)
241,7AA4CD17-4615-443C-BC91-B5A9A10348ED,561,5.810987,6.0419655,1,7AA4CD17-4615-443C-BC91-B5A9A10348ED,Simple (Fruit Chat),Complex (Tikka Boti),33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.117534+00:00,Simple (Fruit Chat),Complex (Tikka Boti)
241,7AA4CD17-4615-443C-BC91-B5A9A10348ED,561,5.810987,6.0419655,1,7AA4CD17-4615-443C-BC91-B5A9A10348ED,Easy (Mutton Tikka),Complex (Daal Chawal),33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.117534+00:00,Easy (Mutton Tikka),Complex (Daal Chawal)
242,7AA4CD17-4615-443C-BC91-B5A9A10348ED,242,5.7920566,6.0171113,1,7AA4CD17-4615-443C-BC91-B5A9A10348ED,Easy (Soup),Difficult (Chicken Karahi),33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.117534+00:00,Easy (Soup),Difficult (Chicken Karahi)
242,7AA4CD17-4615-443C-BC91-B5A9A10348ED,242,5.7920566,6.0171113,1,7AA4CD17-4615-443C-BC91-B5A9A10348ED,Easy (Soup),Complex (Chicken Karahi),33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.117534+00:00,Easy (Soup),Complex (Chicken Karahi)
242,7AA4CD17-4615-443C-BC91-B5A9A10348ED,242,5.7920566,6.0171113,1,7AA4CD17-4615-443C-BC91-B5A9A10348ED,Simple (Fruit Chat),Complex (Tikka Boti),33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.117534+00:00,Simple (Fruit Chat),Complex (Tikka Boti)
242,7AA4CD17-4615-443C-BC91-B5A9A10348ED,242,5.7920566,6.0171113,1,7AA4CD17-4615-443C-BC91-B5A9A10348ED,Easy (Mutton Tikka),Complex (Daal Chawal),33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.117534+00:00,Easy (Mutton Tikka),Complex (Daal Chawal)
243,9146ADD4-5BD8-42E8-A544-BAA3EFAFB2F0,417,3.7022922,2.8742363,2,9146ADD4-5BD8-42E8-A544-BAA3EFAFB2F0,Dosa - Subtle flavor,Dosa - Simplicity in ingredients,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.983262+00:00,Dosa - Subtle flavor,Dosa - Simplicity in ingredients
243,9146ADD4-5BD8-42E8-A544-BAA3EFAFB2F0,417,3.7022922,2.8742363,2,9146ADD4-5BD8-42E8-A544-BAA3EFAFB2F0,Biryani - Unique flavor,Biryani - Aroma,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.983262+00:00,Biryani - Unique flavor,Biryani - Aroma
244,9918B5F3-A189-4D9D-AFEC-F9340643CD0F,246,3.4792285,3.2768598,2,9918B5F3-A189-4D9D-AFEC-F9340643CD0F,Mild,Sweet,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.437181+00:00,Mild,Sweet
244,9918B5F3-A189-4D9D-AFEC-F9340643CD0F,246,3.4792285,3.2768598,2,9918B5F3-A189-4D9D-AFEC-F9340643CD0F,Juicy,Standard,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.437181+00:00,Juicy,Standard
244,9918B5F3-A189-4D9D-AFEC-F9340643CD0F,246,3.4792285,3.2768598,2,9918B5F3-A189-4D9D-AFEC-F9340643CD0F,Easy,Difficult,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.437181+00:00,Easy,Difficult
244,9918B5F3-A189-4D9D-AFEC-F9340643CD0F,246,3.4792285,3.2768598,2,9918B5F3-A189-4D9D-AFEC-F9340643CD0F,Simple,Complex,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.437181+00:00,Simple,Complex
245,9918B5F3-A189-4D9D-AFEC-F9340643CD0F,432,6.1409054,5.874483,1,9918B5F3-A189-4D9D-AFEC-F9340643CD0F,Mild,Sweet,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.437181+00:00,Mild,Sweet
245,9918B5F3-A189-4D9D-AFEC-F9340643CD0F,432,6.1409054,5.874483,1,9918B5F3-A189-4D9D-AFEC-F9340643CD0F,Juicy,Standard,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.437181+00:00,Juicy,Standard
245,9918B5F3-A189-4D9D-AFEC-F9340643CD0F,432,6.1409054,5.874483,1,9918B5F3-A189-4D9D-AFEC-F9340643CD0F,Easy,Difficult,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.437181+00:00,Easy,Difficult
245,9918B5F3-A189-4D9D-AFEC-F9340643CD0F,432,6.1409054,5.874483,1,9918B5F3-A189-4D9D-AFEC-F9340643CD0F,Simple,Complex,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.437181+00:00,Simple,Complex
246,9BA0E521-52A2-49D4-B2CE-632452B3ED1F,419,2.9271488,5.437444,4,9BA0E521-52A2-49D4-B2CE-632452B3ED1F,Beef Biryani,Roasted Chicken,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.392859+00:00,Beef Biryani,Roasted Chicken
246,9BA0E521-52A2-49D4-B2CE-632452B3ED1F,419,2.9271488,5.437444,4,9BA0E521-52A2-49D4-B2CE-632452B3ED1F,Kadai Prawn,Other Recipes,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.392859+00:00,Kadai Prawn,Other Recipes
247,9BA0E521-52A2-49D4-B2CE-632452B3ED1F,614,7.369439,6.423141,1,9BA0E521-52A2-49D4-B2CE-632452B3ED1F,Beef Biryani,Roasted Chicken,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.392859+00:00,Beef Biryani,Roasted Chicken
247,9BA0E521-52A2-49D4-B2CE-632452B3ED1F,614,7.369439,6.423141,1,9BA0E521-52A2-49D4-B2CE-632452B3ED1F,Kadai Prawn,Other Recipes,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.392859+00:00,Kadai Prawn,Other Recipes
248,9D9387B4-92CA-4469-A2C6-DD38C9203388,566,4.5123873,2.22729,2,9D9387B4-92CA-4469-A2C6-DD38C9203388,Colorful,Simple,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:24.105807+00:00,Colorful,Simple
248,9D9387B4-92CA-4469-A2C6-DD38C9203388,566,4.5123873,2.22729,2,9D9387B4-92CA-4469-A2C6-DD38C9203388,Powerful,Distracted,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:24.105807+00:00,Powerful,Distracted
248,9D9387B4-92CA-4469-A2C6-DD38C9203388,566,4.5123873,2.22729,2,9D9387B4-92CA-4469-A2C6-DD38C9203388,Refreshing,Calming,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:24.105807+00:00,Refreshing,Calming
249,9D9387B4-92CA-4469-A2C6-DD38C9203388,351,6.2038383,2.1488948,2,9D9387B4-92CA-4469-A2C6-DD38C9203388,Colorful,Simple,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:24.105807+00:00,Colorful,Simple
249,9D9387B4-92CA-4469-A2C6-DD38C9203388,351,6.2038383,2.1488948,2,9D9387B4-92CA-4469-A2C6-DD38C9203388,Powerful,Distracted,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:24.105807+00:00,Powerful,Distracted
249,9D9387B4-92CA-4469-A2C6-DD38C9203388,351,6.2038383,2.1488948,2,9D9387B4-92CA-4469-A2C6-DD38C9203388,Refreshing,Calming,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:24.105807+00:00,Refreshing,Calming
250,9F200B69-EBE6-4C2E-884B-2B283D1342D1,584,4.626052,3.2195253,6,9F200B69-EBE6-4C2E-884B-2B283D1342D1,Wheat-based,Grain-based,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,,Wheat-based,Grain-based
250,9F200B69-EBE6-4C2E-884B-2B283D1342D1,584,4.626052,3.2195253,6,9F200B69-EBE6-4C2E-884B-2B283D1342D1,Easy,Complex,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,,Easy,Complex
250,9F200B69-EBE6-4C2E-884B-2B283D1342D1,584,4.626052,3.2195253,6,9F200B69-EBE6-4C2E-884B-2B283D1342D1,Sweet,Spicy,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,,Sweet,Spicy
250,9F200B69-EBE6-4C2E-884B-2B283D1342D1,584,4.626052,3.2195253,6,9F200B69-EBE6-4C2E-884B-2B283D1342D1,Light,Heavy,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,,Light,Heavy
251,A8F4E2AA-5917-4C0B-BFC4-F0E3E05ED442,113,6.097291,1.7338617,2,A8F4E2AA-5917-4C0B-BFC4-F0E3E05ED442,Intense,Mild,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.507968+00:00,Intense,Mild
251,A8F4E2AA-5917-4C0B-BFC4-F0E3E05ED442,113,6.097291,1.7338617,2,A8F4E2AA-5917-4C0B-BFC4-F0E3E05ED442,Quick,Time-consuming,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.507968+00:00,Quick,Time-consuming
251,A8F4E2AA-5917-4C0B-BFC4-F0E3E05ED442,113,6.097291,1.7338617,2,A8F4E2AA-5917-4C0B-BFC4-F0E3E05ED442,Seasonal,not Seasonal,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.507968+00:00,Seasonal,not Seasonal
251,A8F4E2AA-5917-4C0B-BFC4-F0E3E05ED442,113,6.097291,1.7338617,2,A8F4E2AA-5917-4C0B-BFC4-F0E3E05ED442,Meatless,not Meatless,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.507968+00:00,Meatless,not Meatless
251,A8F4E2AA-5917-4C0B-BFC4-F0E3E05ED442,113,6.097291,1.7338617,2,A8F4E2AA-5917-4C0B-BFC4-F0E3E05ED442,Sweet,Savory,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.507968+00:00,Sweet,Savory
252,A8F4E2AA-5917-4C0B-BFC4-F0E3E05ED442,274,10.1195965,5.630164,0,A8F4E2AA-5917-4C0B-BFC4-F0E3E05ED442,Intense,Mild,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.507968+00:00,Intense,Mild
252,A8F4E2AA-5917-4C0B-BFC4-F0E3E05ED442,274,10.1195965,5.630164,0,A8F4E2AA-5917-4C0B-BFC4-F0E3E05ED442,Quick,Time-consuming,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.507968+00:00,Quick,Time-consuming
252,A8F4E2AA-5917-4C0B-BFC4-F0E3E05ED442,274,10.1195965,5.630164,0,A8F4E2AA-5917-4C0B-BFC4-F0E3E05ED442,Seasonal,not Seasonal,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.507968+00:00,Seasonal,not Seasonal
252,A8F4E2AA-5917-4C0B-BFC4-F0E3E05ED442,274,10.1195965,5.630164,0,A8F4E2AA-5917-4C0B-BFC4-F0E3E05ED442,Meatless,not Meatless,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.507968+00:00,Meatless,not Meatless
252,A8F4E2AA-5917-4C0B-BFC4-F0E3E05ED442,274,10.1195965,5.630164,0,A8F4E2AA-5917-4C0B-BFC4-F0E3E05ED442,Sweet,Savory,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.507968+00:00,Sweet,Savory
253,A8F4E2AA-5917-4C0B-BFC4-F0E3E05ED442,496,10.166739,6.597336,0,A8F4E2AA-5917-4C0B-BFC4-F0E3E05ED442,Intense,Mild,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.507968+00:00,Intense,Mild
253,A8F4E2AA-5917-4C0B-BFC4-F0E3E05ED442,496,10.166739,6.597336,0,A8F4E2AA-5917-4C0B-BFC4-F0E3E05ED442,Quick,Time-consuming,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.507968+00:00,Quick,Time-consuming
253,A8F4E2AA-5917-4C0B-BFC4-F0E3E05ED442,496,10.166739,6.597336,0,A8F4E2AA-5917-4C0B-BFC4-F0E3E05ED442,Seasonal,not Seasonal,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.507968+00:00,Seasonal,not Seasonal
253,A8F4E2AA-5917-4C0B-BFC4-F0E3E05ED442,496,10.166739,6.597336,0,A8F4E2AA-5917-4C0B-BFC4-F0E3E05ED442,Meatless,not Meatless,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.507968+00:00,Meatless,not Meatless
253,A8F4E2AA-5917-4C0B-BFC4-F0E3E05ED442,496,10.166739,6.597336,0,A8F4E2AA-5917-4C0B-BFC4-F0E3E05ED442,Sweet,Savory,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.507968+00:00,Sweet,Savory
254,AF2043E3-0248-4E43-B626-EC1E1AB33695,2,11.538697,4.6339865,5,AF2043E3-0248-4E43-B626-EC1E1AB33695,Rendang,not Rendang,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.745425+00:00,Rendang,not Rendang
254,AF2043E3-0248-4E43-B626-EC1E1AB33695,2,11.538697,4.6339865,5,AF2043E3-0248-4E43-B626-EC1E1AB33695,Cheesecake,not Cheesecake,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.745425+00:00,Cheesecake,not Cheesecake
254,AF2043E3-0248-4E43-B626-EC1E1AB33695,2,11.538697,4.6339865,5,AF2043E3-0248-4E43-B626-EC1E1AB33695,Almond butter,not Almond butter,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.745425+00:00,Almond butter,not Almond butter
254,AF2043E3-0248-4E43-B626-EC1E1AB33695,2,11.538697,4.6339865,5,AF2043E3-0248-4E43-B626-EC1E1AB33695,Chicken curry,not Chicken curry,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.745425+00:00,Chicken curry,not Chicken curry
254,AF2043E3-0248-4E43-B626-EC1E1AB33695,2,11.538697,4.6339865,5,AF2043E3-0248-4E43-B626-EC1E1AB33695,Fried rice,not Fried rice,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.745425+00:00,Fried rice,not Fried rice
254,AF2043E3-0248-4E43-B626-EC1E1AB33695,2,11.538697,4.6339865,5,AF2043E3-0248-4E43-B626-EC1E1AB33695,Sourdough focaccia,not Sourdough focaccia,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.745425+00:00,Sourdough focaccia,not Sourdough focaccia
255,AF2043E3-0248-4E43-B626-EC1E1AB33695,4,10.045111,6.296635,0,AF2043E3-0248-4E43-B626-EC1E1AB33695,Rendang,not Rendang,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.745425+00:00,Rendang,not Rendang
255,AF2043E3-0248-4E43-B626-EC1E1AB33695,4,10.045111,6.296635,0,AF2043E3-0248-4E43-B626-EC1E1AB33695,Cheesecake,not Cheesecake,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.745425+00:00,Cheesecake,not Cheesecake
255,AF2043E3-0248-4E43-B626-EC1E1AB33695,4,10.045111,6.296635,0,AF2043E3-0248-4E43-B626-EC1E1AB33695,Almond butter,not Almond butter,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.745425+00:00,Almond butter,not Almond butter
255,AF2043E3-0248-4E43-B626-EC1E1AB33695,4,10.045111,6.296635,0,AF2043E3-0248-4E43-B626-EC1E1AB33695,Chicken curry,not Chicken curry,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.745425+00:00,Chicken curry,not Chicken curry
255,AF2043E3-0248-4E43-B626-EC1E1AB33695,4,10.045111,6.296635,0,AF2043E3-0248-4E43-B626-EC1E1AB33695,Fried rice,not Fried rice,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.745425+00:00,Fried rice,not Fried rice
255,AF2043E3-0248-4E43-B626-EC1E1AB33695,4,10.045111,6.296635,0,AF2043E3-0248-4E43-B626-EC1E1AB33695,Sourdough focaccia,not Sourdough focaccia,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.745425+00:00,Sourdough focaccia,not Sourdough focaccia
256,AF2043E3-0248-4E43-B626-EC1E1AB33695,4,10.74521,6.9360747,0,AF2043E3-0248-4E43-B626-EC1E1AB33695,Rendang,not Rendang,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.745425+00:00,Rendang,not Rendang
256,AF2043E3-0248-4E43-B626-EC1E1AB33695,4,10.74521,6.9360747,0,AF2043E3-0248-4E43-B626-EC1E1AB33695,Cheesecake,not Cheesecake,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.745425+00:00,Cheesecake,not Cheesecake
256,AF2043E3-0248-4E43-B626-EC1E1AB33695,4,10.74521,6.9360747,0,AF2043E3-0248-4E43-B626-EC1E1AB33695,Almond butter,not Almond butter,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.745425+00:00,Almond butter,not Almond butter
256,AF2043E3-0248-4E43-B626-EC1E1AB33695,4,10.74521,6.9360747,0,AF2043E3-0248-4E43-B626-EC1E1AB33695,Chicken curry,not Chicken curry,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.745425+00:00,Chicken curry,not Chicken curry
256,AF2043E3-0248-4E43-B626-EC1E1AB33695,4,10.74521,6.9360747,0,AF2043E3-0248-4E43-B626-EC1E1AB33695,Fried rice,not Fried rice,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.745425+00:00,Fried rice,not Fried rice
256,AF2043E3-0248-4E43-B626-EC1E1AB33695,4,10.74521,6.9360747,0,AF2043E3-0248-4E43-B626-EC1E1AB33695,Sourdough focaccia,not Sourdough focaccia,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.745425+00:00,Sourdough focaccia,not Sourdough focaccia
257,AF2043E3-0248-4E43-B626-EC1E1AB33695,14,9.134868,7.2814097,0,AF2043E3-0248-4E43-B626-EC1E1AB33695,Rendang,not Rendang,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.745425+00:00,Rendang,not Rendang
257,AF2043E3-0248-4E43-B626-EC1E1AB33695,14,9.134868,7.2814097,0,AF2043E3-0248-4E43-B626-EC1E1AB33695,Cheesecake,not Cheesecake,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.745425+00:00,Cheesecake,not Cheesecake
257,AF2043E3-0248-4E43-B626-EC1E1AB33695,14,9.134868,7.2814097,0,AF2043E3-0248-4E43-B626-EC1E1AB33695,Almond butter,not Almond butter,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.745425+00:00,Almond butter,not Almond butter
257,AF2043E3-0248-4E43-B626-EC1E1AB33695,14,9.134868,7.2814097,0,AF2043E3-0248-4E43-B626-EC1E1AB33695,Chicken curry,not Chicken curry,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.745425+00:00,Chicken curry,not Chicken curry
257,AF2043E3-0248-4E43-B626-EC1E1AB33695,14,9.134868,7.2814097,0,AF2043E3-0248-4E43-B626-EC1E1AB33695,Fried rice,not Fried rice,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.745425+00:00,Fried rice,not Fried rice
257,AF2043E3-0248-4E43-B626-EC1E1AB33695,14,9.134868,7.2814097,0,AF2043E3-0248-4E43-B626-EC1E1AB33695,Sourdough focaccia,not Sourdough focaccia,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.745425+00:00,Sourdough focaccia,not Sourdough focaccia
258,B0493AF6-0138-49FD-98CD-03B5CE527BFF,458,8.627911,6.2844267,0,B0493AF6-0138-49FD-98CD-03B5CE527BFF,Festive,Everyday,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.447683+00:00,Festive,Everyday
258,B0493AF6-0138-49FD-98CD-03B5CE527BFF,458,8.627911,6.2844267,0,B0493AF6-0138-49FD-98CD-03B5CE527BFF,Simple Preparation,not Simple Preparation,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.447683+00:00,Simple Preparation,not Simple Preparation
258,B0493AF6-0138-49FD-98CD-03B5CE527BFF,458,8.627911,6.2844267,0,B0493AF6-0138-49FD-98CD-03B5CE527BFF,Sweet,not Sweet,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.447683+00:00,Sweet,not Sweet
258,B0493AF6-0138-49FD-98CD-03B5CE527BFF,458,8.627911,6.2844267,0,B0493AF6-0138-49FD-98CD-03B5CE527BFF,Fried,not Fried,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.447683+00:00,Fried,not Fried
259,B4EA1262-817D-4DBB-85E0-6C9478EFA829,577,9.260864,5.3929853,0,B4EA1262-817D-4DBB-85E0-6C9478EFA829,Time-consuming,Quick,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.149713+00:00,Time-consuming,Quick
259,B4EA1262-817D-4DBB-85E0-6C9478EFA829,577,9.260864,5.3929853,0,B4EA1262-817D-4DBB-85E0-6C9478EFA829,Flavorful,Bland,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.149713+00:00,Flavorful,Bland
259,B4EA1262-817D-4DBB-85E0-6C9478EFA829,577,9.260864,5.3929853,0,B4EA1262-817D-4DBB-85E0-6C9478EFA829,Nostalgic,Non-nostalgic,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.149713+00:00,Nostalgic,Non-nostalgic
260,B66817F4-9BEA-4650-9705-F3BEF6C88A91,619,5.3268027,4.2593827,1,B66817F4-9BEA-4650-9705-F3BEF6C88A91,Non-cooked,Baked,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.644422+00:00,Non-cooked,Baked
260,B66817F4-9BEA-4650-9705-F3BEF6C88A91,619,5.3268027,4.2593827,1,B66817F4-9BEA-4650-9705-F3BEF6C88A91,Sweet,not Sweet,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.644422+00:00,Sweet,not Sweet
260,B66817F4-9BEA-4650-9705-F3BEF6C88A91,619,5.3268027,4.2593827,1,B66817F4-9BEA-4650-9705-F3BEF6C88A91,Liquid,Solid,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.644422+00:00,Liquid,Solid
261,B735B67A-5D17-4542-B3C4-9331D990E2AB,265,4.2428265,1.5025812,2,B735B67A-5D17-4542-B3C4-9331D990E2AB,Rich (Pizza),Light (Salad),33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.570562+00:00,Rich (Pizza),Light (Salad)
261,B735B67A-5D17-4542-B3C4-9331D990E2AB,265,4.2428265,1.5025812,2,B735B67A-5D17-4542-B3C4-9331D990E2AB,Complex (Chicken Tikka Masala),Simple (Steamed Fish with Lemon),33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.570562+00:00,Complex (Chicken Tikka Masala),Simple (Steamed Fish with Lemon)
262,BEBF18C3-EA26-4BD5-9F7F-7331515683AB,572,3.5332553,1.9312656,2,BEBF18C3-EA26-4BD5-9F7F-7331515683AB,Time-Consuming,Quick,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:24.271677+00:00,Time-Consuming,Quick
262,BEBF18C3-EA26-4BD5-9F7F-7331515683AB,572,3.5332553,1.9312656,2,BEBF18C3-EA26-4BD5-9F7F-7331515683AB,Mild,Bold,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:24.271677+00:00,Mild,Bold
262,BEBF18C3-EA26-4BD5-9F7F-7331515683AB,572,3.5332553,1.9312656,2,BEBF18C3-EA26-4BD5-9F7F-7331515683AB,Complex,Simple,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:24.271677+00:00,Complex,Simple
262,BEBF18C3-EA26-4BD5-9F7F-7331515683AB,572,3.5332553,1.9312656,2,BEBF18C3-EA26-4BD5-9F7F-7331515683AB,Sweet,Spicy,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:24.271677+00:00,Sweet,Spicy
263,C41ECAF8-4AD9-40BF-9792-D4D4D10278B3,401,1.8866954,3.162401,4,C41ECAF8-4AD9-40BF-9792-D4D4D10278B3,Rich and Decadent,Fresh and Light,33d6c3f1-783f-4f54-b313-39eeeb08f2eb,Contrast and Reflection,2025-01-08 07:37:23.055426+00:00,Rich and Decadent,Fresh and Light
